id,area,en,ka,ru,de,fr,placeholders,ka corrected,ru corrected,de corrected,fr corrected,comment
reply.deadline.in_days.other,chat replies,in {n} days,{n} დღეში,n/a,in {n} Tagen,dans {n} jours,{n},,,,,
reply.deadline.overdue.one,chat replies,{n} day overdue,n/a,просрочено на {n} день,seit {n} Tag überfällig,en retard de {n} jour,{n},,,,,
reply.deadline.overdue.few,chat replies,n/a,n/a,просрочено на {n} дня,n/a,n/a,{n},,,,,
reply.deadline.overdue.many,chat replies,n/a,n/a,просрочено на {n} дней,n/a,n/a,{n},,,,,
reply.deadline.overdue.other,chat replies,{n} days overdue,ვადა გადაცილებულია {n} დღით,n/a,seit {n} Tagen überfällig,en retard de {n} jours,{n},,,,,
reply.deadline.year,chat replies,{year},{year} წელი,{year} год,{year},{year},{year},,,,,
reply.deadline.unverified,chat replies,These dates were taken from the Tax Code but haven't been reviewed by an accountant yet. A deadline that falls on a weekend or public holiday moves to the next working day (Art. 3(6)).,"ეს ვადები საგადასახადო კოდექსიდანაა აღებული, მაგრამ ბუღალტერს ჯერ არ შეუმოწმებია. თუ ვადის ბოლო დღე შაბათ-კვირას ან უქმე დღეს ემთხვევა, ის შემდეგ სამუშაო დღეზე გადადის (მუხლი 3(6)).","Эти сроки взяты из Налогового кодекса, но бухгалтер их ещё не проверил. Если последний день срока выпадает на выходной или праздник, он переносится на следующий рабочий день (ст. 3(6)).","Diese Termine stammen aus dem Steuergesetzbuch, wurden aber noch nicht von einem Steuerberater geprüft. Fällt ein Termin auf ein Wochenende oder einen Feiertag, verschiebt er sich auf den nächsten Arbeitstag (Art. 3(6)).","Ces dates sont tirées du Code des impôts, mais n’ont pas encore été vérifiées par un comptable. Une échéance qui tombe un week-end ou un jour férié est reportée au jour ouvrable suivant (art. 3(6)).",,,,,,
reply.deadline.shifted,chat replies," (moved from {date}, a day off)"," (გადმოტანილია {date}-დან, უქმე დღის გამო)"," (перенесено с {date}, выходной день)"," (verschoben vom {date}, arbeitsfreier Tag)"," (reporté du {date}, jour non ouvré)",{date},,,,,
reply.reminder.subject,chat replies,Tax deadline for {company}: {date},საგადასახადო ვადა ({company}): {date},Налоговый срок ({company}): {date},Steuerfrist für {company}: {date},Échéance fiscale pour {company} : {date},{company} {date},,,,,
reply.reminder.intro,chat replies,Coming up for {company}:,მოახლოებული ვადები ({company}):,Ближайшие сроки ({company}):,Demnächst fällig für {company}:,À venir pour {company} :,{company},,,,,
reply.reminder.item,chat replies,- {title}: by {date} ({when}),- {title}: {date}-მდე ({when}),- {title}: до {date} ({when}),- {title}: bis {date} ({when}),- {title} : au plus tard le {date} ({when}),{title} {date} {when},,,,,
reply.reminder.footer,chat replies,Mark it as done in the app once it's filed. Dates come from the Tax Code; check them with your accountant.,წარდგენის შემდეგ აპლიკაციაში მონიშნეთ შესრულებულად. თარიღები საგადასახადო კოდექსიდანაა; გადაამოწმეთ ბუღალტერთან.,После подачи отметьте срок выполненным в приложении. Даты взяты из Налогового кодекса; уточните их у бухгалтера.,Markieren Sie die Frist nach der Abgabe in der App als erledigt. Die Daten stammen aus dem Steuergesetzbuch; prüfen Sie sie mit Ihrem Steuerberater.,Marquez-la comme faite dans l’application une fois déposée. Les dates viennent du Code des impôts ; vérifiez-les avec votre comptable.,,,,,,
reply.reminder.test_subject,chat replies,Test reminder from Georgian AI Accountant,სატესტო შეხსენება ქართული AI ბუღალტრისგან,Тестовое напоминание от Georgian AI Accountant,Test-Erinnerung von Georgian AI Accountant,Rappel de test de Georgian AI Accountant,,,,,,
reply.reminder.test_body,chat replies,Reminders are working. Nothing is due in the next few days.,შეხსენებები მუშაობს. უახლოეს დღეებში ვადა არ გაქვთ.,Напоминания работают. В ближайшие дни сроков нет.,Erinnerungen funktionieren. In den nächsten Tagen ist nichts fällig.,Les rappels fonctionnent. Rien n’est dû dans les prochains jours.,,,,,,
reply.telegram.linked,chat replies,Connected. You'll get deadline reminders here.,დაკავშირებულია. ვადების შეხსენებებს აქ მიიღებთ.,Подключено. Здесь вы будете получать напоминания о сроках.,Verbunden. Hier erhalten Sie Fristerinnerungen.,Connecté. Vous recevrez ici les rappels d’échéances.,,,,,,
reply.telegram.unknown,chat replies,This link has expired or was already used. Open reminders in the app and connect Telegram again.,ბმულს ვადა გაუვიდა ან უკვე გამოყენებულია. აპლიკაციაში გახსენით შეხსენებები და Telegram ხელახლა დააკავშირეთ.,Срок действия ссылки истёк или она уже использована. Откройте напоминания в приложении и подключите Telegram заново.,Dieser Link ist abgelaufen oder wurde schon verwendet. Öffnen Sie die Erinnerungen in der App und verbinden Sie Telegram erneut.,Ce lien a expiré ou a déjà été utilisé. Ouvrez les rappels dans l’application et reconnectez Telegram.,,,,,,
reply.reset.subject,chat replies,Reset your password,პაროლის აღდგენა,Сброс пароля,Passwort zurücksetzen,Réinitialiser votre mot de passe,,,,,,
reply.reset.body,chat replies,"Hello {name},

Open this link to choose a new password:
{link}

It works once and expires in {hours} hour. If you didn't ask for this, ignore this email; your password stays the same.

Georgian AI Accountant","გამარჯობა, {name}!

ახალი პაროლის დასაყენებლად გახსენით ეს ბმული:
{link}

ბმული ერთჯერადია და {hours} საათში გაუქმდება. თუ ეს თქვენ არ მოგითხოვიათ, უბრალოდ უგულებელყავით წერილი; პაროლი არ შეიცვლება.

ქართული AI ბუღალტერი","Здравствуйте, {name}!

Откройте ссылку, чтобы задать новый пароль:
{link}

Ссылка одноразовая и действует {hours} час. Если вы этого не запрашивали, просто проигнорируйте письмо; пароль останется прежним.

Georgian AI Accountant","Hallo {name},

öffnen Sie diesen Link, um ein neues Passwort festzulegen:
{link}

Er funktioniert einmal und läuft in {hours} Stunde ab. Falls Sie das nicht angefordert haben, ignorieren Sie diese E-Mail; Ihr Passwort bleibt unverändert.

Georgian AI Accountant","Bonjour {name},

Ouvrez ce lien pour choisir un nouveau mot de passe :
{link}

Il ne fonctionne qu’une fois et expire dans {hours} heure. Si vous n’avez rien demandé, ignorez cet e-mail ; votre mot de passe reste inchangé.

Georgian AI Accountant",{name} {link} {hours},,,,,
reply.date.months.0,chat replies,January,იანვარი,январь,Januar,janvier,,,,,,
reply.date.months.1,chat replies,February,თებერვალი,февраль,Februar,février,,,,,,
reply.date.months.2,chat replies,March,მარტი,март,März,mars,,,,,,
reply.date.months.3,chat replies,April,აპრილი,апрель,April,avril,,,,,,
reply.date.months.4,chat replies,May,მაისი,май,Mai,mai,,,,,,
reply.date.months.5,chat replies,June,ივნისი,июнь,Juni,juin,,,,,,
reply.date.months.6,chat replies,July,ივლისი,июль,Juli,juillet,,,,,,
reply.date.months.7,chat replies,August,აგვისტო,август,August,août,,,,,,
reply.date.months.8,chat replies,September,სექტემბერი,сентябрь,September,septembre,,,,,,
reply.date.months.9,chat replies,October,ოქტომბერი,октябрь,Oktober,octobre,,,,,,
reply.date.months.10,chat replies,November,ნოემბერი,ноябрь,November,novembre,,,,,,
reply.date.months.11,chat replies,December,დეკემბერი,декабрь,Dezember,décembre,,,,,,
reply.date.months_genitive.0,chat replies,January,იანვარი,января,Januar,janvier,,,,,,
reply.date.months_genitive.1,chat replies,February,თებერვალი,февраля,Februar,février,,,,,,
reply.date.months_genitive.2,chat replies,March,მარტი,марта,März,mars,,,,,,
reply.date.months_genitive.3,chat replies,April,აპრილი,апреля,April,avril,,,,,,
reply.date.months_genitive.4,chat replies,May,მაისი,мая,Mai,mai,,,,,,
reply.date.months_genitive.5,chat replies,June,ივნისი,июня,Juni,juin,,,,,,
reply.date.months_genitive.6,chat replies,July,ივლისი,июля,Juli,juillet,,,,,,
reply.date.months_genitive.7,chat replies,August,აგვისტო,августа,August,août,,,,,,
reply.date.months_genitive.8,chat replies,September,სექტემბერი,сентября,September,septembre,,,,,,
reply.date.months_genitive.9,chat replies,October,ოქტომბერი,октября,Oktober,octobre,,,,,,
reply.date.months_genitive.10,chat replies,November,ნოემბერი,ноября,November,novembre,,,,,,
reply.date.months_genitive.11,chat replies,December,დეკემბერი,декабря,Dezember,décembre,,,,,,
reply.date.month_year,chat replies,{month} {year},{month} {year},{month} {year},{month} {year},{month} {year},{month} {year},,,,,
reply.warning.extraction,chat replies,AI extraction unavailable ({detail}); used keyword matching.,AI-მ შეტყობინება ვერ გაარჩია ({detail}); გამოყენებულია საკვანძო სიტყვები.,ИИ не смог разобрать сообщение ({detail}); использован поиск по ключевым словам.,KI-Auswertung nicht verfügbar ({detail}); Stichwortsuche verwendet.,Analyse par l’IA indisponible ({detail}) ; recherche par mots-clés utilisée.,{detail},,,,,
reply.warning.reply,chat replies,AI reply unavailable ({detail}); used a template.,AI-მ პასუხი ვერ მოამზადა ({detail}); გამოყენებულია შაბლონი.,ИИ не смог подготовить ответ ({detail}); использован шаблон.,KI-Antwort nicht verfügbar ({detail}); Vorlage verwendet.,Réponse de l’IA indisponible ({detail}) ; modèle de réponse utilisé.,{detail},,,,,
ge.payroll.income_tax.title,tax rules,Salary: income tax and pension,ხელფასი: საშემოსავლო გადასახადი და საპენსიო შენატანი,Зарплата: подоходный налог и пенсионный взнос,Gehalt: Einkommensteuer und Rentenbeitrag,Salaire : impôt sur le revenu et cotisation retraite,,,,,,
ge.payroll.income_tax.conditions.if_false,tax rules,A salary of zero has no income tax or pension contributions.,ნულოვან ხელფასს საშემოსავლო გადასახადი და საპენსიო შენატანი არ ეკისრება.,С нулевой зарплаты подоходный налог и пенсионные взносы не начисляются.,Bei einem Gehalt von null fallen weder Einkommensteuer noch Rentenbeiträge an.,Un salaire nul n’entraîne ni impôt sur le revenu ni cotisation retraite.,,,,,,
ge.payroll.income_tax.calculation.steps.0.label,tax rules,Employee pension (2%),დასაქმებულის საპენსიო შენატანი (2%),Пенсионный взнос работника (2%),Rentenbeitrag Arbeitnehmer (2 %),Cotisation retraite salarié (2 %),,,,,,
ge.payroll.income_tax.calculation.steps.1.label,tax rules,Taxable income,დასაბეგრი შემოსავალი,Облагаемый доход,Steuerpflichtiges Einkommen,Revenu imposable,,,,,,
ge.payroll.income_tax.calculation.steps.2.label,tax rules,Income tax (20%),საშემოსავლო გადასახადი (20%),Подоходный налог (20%),Einkommensteuer (20 %),Impôt sur le revenu (20 %),,,,,,
ge.payroll.income_tax.calculation.steps.3.label,tax rules,Take-home pay,ხელზე ასაღები თანხა,Сумма на руки,Nettogehalt,Salaire net,,,,,,
ge.payroll.income_tax.calculation.steps.4.label,tax rules,"Employer pension (2%, on top of salary)","დამსაქმებლის საპენსიო შენატანი (2%, ხელფასის გარდა)","Пенсионный взнос работодателя (2%, сверх зарплаты)","Rentenbeitrag Arbeitgeber (2 %, zusätzlich zum Gehalt)","Cotisation retraite employeur (2 %, en plus du salaire)",,,,,,
ge.payroll.income_tax.calculation.steps.5.label,tax rules,Total cost to employer,დამსაქმებლის ჯამური ხარჯი,Общие расходы работодателя,Gesamtkosten für den Arbeitgeber,Coût total pour l’employeur,,,,,,
ge.payroll.income_tax.legal_source.citation,tax rules,"Tax Code of Georgia, Art. 81(1) and 82(1)(b³); Law on Funded Pension, Art. 3(6)","საქართველოს საგადასახადო კოდექსი, მუხლი 81(1) და 82(1)(ბ³); კანონი დაგროვებითი პენსიის შესახებ, მუხლი 3(6)","Налоговый кодекс Грузии, ст. 81(1) и 82(1)(б³); Закон о накопительной пенсии, ст. 3(6)","Steuergesetzbuch Georgiens, Art. 81(1) und 82(1)(b³); Gesetz über die kapitalgedeckte Rente, Art. 3(6)","Code des impôts de Géorgie, art. 81(1) et 82(1)(b³) ; loi sur la retraite par capitalisation, art. 3(6)",,,,,,
ge.profit.distribution.title,tax rules,Profit tax on distributed profit,მოგების გადასახადი განაწილებულ მოგებაზე,Налог на прибыль с распределённой прибыли,Gewinnsteuer auf ausgeschüttete Gewinne,Impôt sur les bénéfices distribués,,,,,,
ge.profit.distribution.conditions.all.1.any.0.if_false,tax rules,"This calculation covers companies (LLC, JSC). Individual entrepreneurs don't pay profit tax on distributions.","ეს გაანგარიშება ეხება კომპანიებს (შპს, სს). ინდივიდუალური მეწარმე განაწილებულ მოგებაზე მოგების გადასახადს არ იხდის.","Этот расчёт относится к компаниям (ООО, АО). Индивидуальные предприниматели не платят налог на прибыль с распределения.","Diese Berechnung gilt für Gesellschaften (GmbH, AG). Einzelunternehmer zahlen keine Gewinnsteuer auf Ausschüttungen.","Ce calcul concerne les sociétés (SARL, SA). Les entrepreneurs individuels ne paient pas d’impôt sur les bénéfices distribués.",,,,,,
ge.profit.distribution.calculation.steps.1.label,tax rules,Profit tax (15%),მოგების გადასახადი (15%),Налог на прибыль (15%),Gewinnsteuer (15 %),Impôt sur les bénéfices (15 %),,,,,,
ge.profit.distribution.calculation.steps.2.label,tax rules,Total cost to the company,კომპანიის ჯამური ხარჯი,Общие расходы компании,Gesamtkosten für das Unternehmen,Coût total pour l’entreprise,,,,,,
ge.profit.distribution.legal_source.citation,tax rules,"Tax Code of Georgia, Art. 97(1), 97(10) and 98(1)","საქართველოს საგადასახადო კოდექსი, მუხლი 97(1), 97(10) და 98(1)","Налоговый кодекс Грузии, ст. 97(1), 97(10) и 98(1)","Steuergesetzbuch Georgiens, Art. 97(1), 97(10) und 98(1)","Code des impôts de Géorgie, art. 97(1), 97(10) et 98(1)",,,,,,
ge.dividend.withholding.title,tax rules,Dividend withholding tax,დივიდენდის გადასახადი წყაროსთან,Налог на дивиденды у источника,Quellensteuer auf Dividenden,Retenue à la source sur les dividendes,,,,,,
ge.dividend.withholding.conditions.all.1.any.0.if_false,tax rules,"This calculation covers companies (LLC, JSC). Individual entrepreneurs don't pay profit tax on distributions.","ეს გაანგარიშება ეხება კომპანიებს (შპს, სს). ინდივიდუალური მეწარმე განაწილებულ მოგებაზე მოგების გადასახადს არ იხდის.","Этот расчёт относится к компаниям (ООО, АО). Индивидуальные предприниматели не платят налог на прибыль с распределения.","Diese Berechnung gilt für Gesellschaften (GmbH, AG). Einzelunternehmer zahlen keine Gewinnsteuer auf Ausschüttungen.","Ce calcul concerne les sociétés (SARL, SA). Les entrepreneurs individuels ne paient pas d’impôt sur les bénéfices distribués.",,,,,,
ge.dividend.withholding.conditions.all.2.if_false,tax rules,Dividends paid to another company are not taxed at source (Tax Code Art. 130(2)).,"სხვა საწარმოსთვის გადახდილი დივიდენდი წყაროსთან არ იბეგრება (საგადასახადო კოდექსი, მუხლი 130(2)).","Дивиденды, выплаченные другой компании, у источника не облагаются (Налоговый кодекс, ст. 130(2)).","Dividenden an ein anderes Unternehmen werden an der Quelle nicht besteuert (Steuergesetzbuch, Art. 130(2)).","Les dividendes versés à une autre société ne sont pas imposés à la source (Code des impôts, art. 130(2)).",,,,,,
ge.dividend.withholding.calculation.steps.0.label,tax rules,Dividend tax withheld (5%),დაკავებული დივიდენდის გადასახადი (5%),Удержанный налог на дивиденды (5%),Einbehaltene Dividendensteuer (5 %),Impôt sur les dividendes retenu (5 %),,,,,,
ge.dividend.withholding.calculation.steps.1.label,tax rules,Owner receives,მესაკუთრე მიიღებს,Владелец получит,Eigentümer erhält,Le propriétaire reçoit,,,,,,
ge.dividend.withholding.legal_source.citation,tax rules,"Tax Code of Georgia, Art. 130(1)","საქართველოს საგადასახადო კოდექსი, მუხლი 130(1)","Налоговый кодекс Грузии, ст. 130(1)","Steuergesetzbuch Georgiens, Art. 130(1)","Code des impôts de Géorgie, art. 130(1)",,,,,,
ge.small_business.tax.title,tax rules,Small business tax,მცირე ბიზნესის გადასახადი,Налог для малого бизнеса,Kleinunternehmersteuer,Impôt de la petite entreprise,,,,,,
ge.small_business.tax.conditions.all.0.if_false,tax rules,Small business status (1%) can only be granted to an individual entrepreneur (Art. 88(1)); an LLC or JSC can't use it.,მცირე ბიზნესის სტატუსი (1%) მხოლოდ ინდივიდუალურ მეწარმეს შეიძლება მიენიჭოს (მუხლი 88(1)); შპს-ს ან სს-ს მისი გამოყენება არ შეუძლია.,Статус малого бизнеса (1%) может получить только индивидуальный предприниматель (ст. 88(1)); ООО или АО им воспользоваться не могут.,Der Kleinunternehmerstatus (1 %) kann nur einem Einzelunternehmer gewährt werden (Art. 88(1)); eine GmbH oder AG kann ihn nicht nutzen.,Le statut de petite entreprise (1 %) ne peut être accordé qu’à un entrepreneur individuel (art. 88(1)) : une SARL ou une SA ne peut pas en bénéficier.,,,,,,
ge.small_business.tax.conditions.all.1.if_false,tax rules,"The tax profile doesn't have small business status. An individual entrepreneur can apply to the Revenue Service for it (Art. 89(1)); without it, income is taxed under the general rules.",საგადასახადო პროფილში მცირე ბიზნესის სტატუსი არ არის მითითებული. ინდივიდუალურ მეწარმეს მისი მიღება შემოსავლების სამსახურში განცხადებით შეუძლია (მუხლი 89(1)); სტატუსის გარეშე შემოსავალი ზოგადი წესით იბეგრება.,"В налоговом профиле не указан статус малого бизнеса. Индивидуальный предприниматель может получить его, подав заявление в Службу доходов (ст. 89(1)); без него доход облагается по общим правилам.",Im Steuerprofil ist kein Kleinunternehmerstatus hinterlegt. Ein Einzelunternehmer kann ihn beim Finanzamt (Revenue Service) beantragen (Art. 89(1)); ohne ihn wird das Einkommen nach den allgemeinen Regeln besteuert.,"Le profil fiscal n’indique pas le statut de petite entreprise. Un entrepreneur individuel peut le demander au Service des recettes (art. 89(1)) ; sans ce statut, le revenu est imposé selon les règles générales.",,,,,,
ge.small_business.tax.calculation.steps.2.label,tax rules,Small business tax,მცირე ბიზნესის გადასახადი,Налог для малого бизнеса,Kleinunternehmersteuer,Impôt de la petite entreprise,,,,,,
ge.small_business.tax.calculation.steps.3.label,tax rules,Income after tax,შემოსავალი გადასახადის შემდეგ,Доход после налога,Einkommen nach Steuern,Revenu après impôt,,,,,,
ge.small_business.tax.legal_source.citation,tax rules,"Tax Code of Georgia, Articles 88(1), 90(1)-(2)","საქართველოს საგადასახადო კოდექსი, მუხლები 88(1), 90(1)-(2)","Налоговый кодекс Грузии, статьи 88(1), 90(1)-(2)","Steuergesetzbuch Georgiens, Artikel 88(1), 90(1)-(2)","Code des impôts de Géorgie, articles 88(1), 90(1)-(2)",,,,,,
ge.vat.registration_threshold.title,tax rules,VAT registration threshold,დღგ-ის გადამხდელად რეგისტრაციის ზღვარი,Порог регистрации плательщиком НДС,Schwelle für die Mehrwertsteuer-Registrierung,Seuil d’enregistrement à la TVA,,,,,,
ge.vat.registration_threshold.conditions.all.0.if_false,tax rules,"The company is already registered as a VAT payer, so it doesn't need to register again.","კომპანია უკვე რეგისტრირებულია დღგ-ის გადამხდელად, ამიტომ ხელახლა რეგისტრაცია არ სჭირდება.","Компания уже зарегистрирована плательщиком НДС, поэтому повторная регистрация не нужна.",Das Unternehmen ist bereits für die Mehrwertsteuer registriert und muss sich daher nicht erneut registrieren.,L’entreprise est déjà enregistrée à la TVA : elle n’a donc pas besoin de s’enregistrer à nouveau.,,,,,,
ge.vat.registration_threshold.conditions.all.1.if_false,tax rules,"Taxable supplies over the last 12 months do not exceed GEL 100,000, so VAT registration is not required yet. It becomes mandatory once they exceed that amount.","ბოლო 12 თვის დასაბეგრი ოპერაციების ჯამი არ აღემატება 100 000 ლარს, ამიტომ დღგ-ის გადამხდელად რეგისტრაცია ჯერ სავალდებულო არ არის. ის სავალდებულო ხდება, როგორც კი ეს ჯამი 100 000 ლარს გადააჭარბებს.","Облагаемые операции за последние 12 месяцев не превышают 100 000 лари, поэтому регистрация плательщиком НДС пока не обязательна. Она станет обязательной, как только сумма превысит этот порог.","Die steuerpflichtigen Umsätze der letzten 12 Monate übersteigen 100.000 GEL nicht, daher ist die Mehrwertsteuer-Registrierung noch nicht Pflicht. Sie wird Pflicht, sobald dieser Betrag überschritten wird.",Les opérations imposables des 12 derniers mois ne dépassent pas 100 000 GEL : l’enregistrement à la TVA n’est donc pas encore obligatoire. Il le devient dès que ce montant est dépassé.,,,,,,
ge.vat.registration_threshold.message,tax rules,"Taxable supplies over 12 consecutive calendar months exceeded GEL 100,000: apply to the tax authority for VAT registration within 2 business days. The VAT obligation starts with the transaction that crossed the threshold (Art. 165(2)). Exceptions elsewhere in the Code may apply.","ბოლო 12 თვის დასაბეგრი ოპერაციების ჯამმა 100 000 ლარს გადააჭარბა: დღგ-ის გადამხდელად რეგისტრაციისთვის საგადასახადო ორგანოს 2 სამუშაო დღის ვადაში უნდა მიმართოთ. დღგ-ის ვალდებულება წარმოიშობა იმ ოპერაციიდან, რომლითაც ზღვარი გადაიჭარბა (მუხლი 165(2)). კოდექსი შეიძლება ითვალისწინებდეს გამონაკლისებს.","Облагаемые операции за 12 месяцев подряд превысили 100 000 лари: в течение 2 рабочих дней подайте в налоговый орган заявление о регистрации плательщиком НДС. Обязанность по НДС возникает с операции, которой был превышен порог (ст. 165(2)). Кодекс может предусматривать исключения.","Die steuerpflichtigen Umsätze in 12 aufeinanderfolgenden Kalendermonaten haben 100.000 GEL überschritten: Beantragen Sie innerhalb von 2 Arbeitstagen bei der Steuerbehörde die Mehrwertsteuer-Registrierung. Die Mehrwertsteuerpflicht beginnt mit dem Umsatz, der die Schwelle überschritten hat (Art. 165(2)). Das Gesetzbuch kann Ausnahmen vorsehen.",Les opérations imposables sur 12 mois civils consécutifs ont dépassé 100 000 GEL : demandez l’enregistrement à la TVA auprès de l’administration fiscale dans un délai de 2 jours ouvrables. L’obligation de TVA naît avec l’opération qui a fait dépasser le seuil (art. 165(2)). Le Code peut prévoir des exceptions.,,,,,,
ge.vat.registration_threshold.legal_source.citation,tax rules,"Tax Code of Georgia, Article 165(1)","საქართველოს საგადასახადო კოდექსი, მუხლი 165(1)","Налоговый кодекс Грузии, статья 165(1)","Steuergesetzbuch Georgiens, Artikel 165(1)","Code des impôts de Géorgie, article 165(1)",,,,,,
ge.vat.output_vat.title,tax rules,VAT on a sale,დღგ რეალიზაციაზე,НДС с продажи,Mehrwertsteuer auf einen Verkauf,TVA sur une vente,,,,,,
ge.vat.output_vat.conditions.if_false,tax rules,"The company isn't registered as a VAT payer, so it doesn't charge VAT on its sales.","კომპანია დღგ-ის გადამხდელად არ არის რეგისტრირებული, ამიტომ რეალიზაციაზე დღგ-ს არ არიცხავს.","Компания не зарегистрирована плательщиком НДС, поэтому не начисляет НДС на свои продажи.",Das Unternehmen ist nicht für die Mehrwertsteuer registriert und berechnet daher keine Mehrwertsteuer auf seine Verkäufe.,L’entreprise n’est pas assujettie à la TVA : elle ne facture donc pas de TVA sur ses ventes.,,,,,,
ge.vat.output_vat.calculation.steps.3.label,tax rules,VAT (18%),დღგ (18%),НДС (18%),Mehrwertsteuer (18 %),TVA (18 %),,,,,,
ge.vat.output_vat.calculation.steps.4.label,tax rules,Price without VAT,ფასი დღგ-ის გარეშე,Цена без НДС,Preis ohne Mehrwertsteuer,Prix hors TVA,,,,,,
ge.vat.output_vat.calculation.steps.5.label,tax rules,Total with VAT,ჯამი დღგ-ის ჩათვლით,Итого с НДС,Gesamtbetrag inkl. Mehrwertsteuer,Total TTC,,,,,,
ge.vat.output_vat.legal_source.citation,tax rules,"Tax Code of Georgia, Article 166","საქართველოს საგადასახადო კოდექსი, მუხლი 166","Налоговый кодекс Грузии, статья 166","Steuergesetzbuch Georgiens, Artikel 166","Code des impôts de Géorgie, article 166",,,,,,
ge.vat.payable.title,tax rules,VAT payable after input VAT credit,გადასახდელი დღგ (ჩათვლის შემდეგ),НДС к уплате после зачёта,Mehrwertsteuer-Zahllast nach Vorsteuerabzug,TVA due après déduction,,,,,,
ge.vat.payable.conditions.if_false,tax rules,Only a person registered as a VAT payer can deduct input VAT (Art. 174(3)).,დღგ-ის ჩათვლის უფლება მხოლოდ დღგ-ის გადამხდელად რეგისტრირებულ პირს აქვს (მუხლი 174(3)).,"Право на зачёт НДС есть только у лица, зарегистрированного плательщиком НДС (ст. 174(3)).","Nur wer für die Mehrwertsteuer registriert ist, darf Vorsteuer abziehen (Art. 174(3)).",Seule une personne enregistrée à la TVA peut déduire la TVA sur ses achats (art. 174(3)).,,,,,,
ge.vat.payable.calculation.steps.1.label,tax rules,VAT payable,გადასახდელი დღგ,НДС к уплате,Zahllast,TVA à payer,,,,,,
ge.vat.payable.calculation.steps.3.label,tax rules,Excess input VAT (refundable),ჩასათვლელი დღგ-ის ზედმეტობა (დასაბრუნებელი),Превышение НДС к зачёту (к возврату),Vorsteuerüberhang (erstattungsfähig),Excédent de TVA déductible (remboursable),,,,,,
ge.vat.payable.legal_source.citation,tax rules,"Tax Code of Georgia, Articles 174-176, 181(1)","საქართველოს საგადასახადო კოდექსი, მუხლები 174-176, 181(1)","Налоговый кодекс Грузии, статьи 174-176, 181(1)","Steuergesetzbuch Georgiens, Artikel 174-176, 181(1)","Code des impôts de Géorgie, articles 174-176, 181(1)",,,,,,
ge.vat.monthly_return.title,deadlines,VAT return and payment,დღგ-ის დეკლარაცია და გადახდა,Декларация и уплата НДС,Mehrwertsteuererklärung und Zahlung,Déclaration et paiement de la TVA,,,,,,
ge.vat.monthly_return.description,deadlines,File the VAT return for last month and pay the VAT.,წარადგინეთ გასული თვის დღგ-ის დეკლარაცია და გადაიხადეთ დღგ.,Подайте декларацию по НДС за прошлый месяц и уплатите налог.,Reichen Sie die Mehrwertsteuererklärung für den Vormonat ein und zahlen Sie die Steuer.,Déposez la déclaration de TVA du mois précédent et payez la TVA.,,,,,,
ge.vat.monthly_return.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 168(1)","საქართველოს საგადასახადო კოდექსი, მუხლი 168(1)","Налоговый кодекс Грузии, ст. 168(1)","Steuergesetzbuch Georgiens, Art. 168(1)","Code des impôts de Géorgie, art. 168(1)",,,,,,
ge.withholding.monthly_return.title,deadlines,Salary tax withholding return,ხელფასიდან დაკავებული გადასახადის დეკლარაცია,Декларация по удержанному с зарплаты налогу,Erklärung der einbehaltenen Lohnsteuer,Déclaration de la retenue sur salaires,,,,,,
ge.withholding.monthly_return.description,deadlines,Report last month's salaries and the income tax withheld. The tax itself is paid when you pay the salary.,წარადგინეთ გასული თვის ხელფასებისა და დაკავებული საშემოსავლო გადასახადის დეკლარაცია. გადასახადი თავად ხელფასის გაცემისას იხდება.,Отчитайтесь о зарплатах за прошлый месяц и удержанном подоходном налоге. Сам налог уплачивается при выплате зарплаты.,Melden Sie die Gehälter des Vormonats und die einbehaltene Einkommensteuer. Die Steuer selbst wird bei der Gehaltszahlung abgeführt.,Déclarez les salaires du mois précédent et l’impôt sur le revenu retenu. L’impôt lui-même est versé au moment du paiement du salaire.,,,,,,
ge.withholding.monthly_return.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 154(3) and 154(4)","საქართველოს საგადასახადო კოდექსი, მუხლი 154(3) და 154(4)","Налоговый кодекс Грузии, ст. 154(3) и 154(4)","Steuergesetzbuch Georgiens, Art. 154(3) und 154(4)","Code des impôts de Géorgie, art. 154(3) et 154(4)",,,,,,
ge.profit.monthly_return.title,deadlines,Profit tax return,მოგების გადასახადის დეკლარაცია,Декларация по налогу на прибыль,Gewinnsteuererklärung,Déclaration d’impôt sur les bénéfices,,,,,,
ge.profit.monthly_return.description,deadlines,Monthly profit tax return under the distributed-profit model (dividends and other taxable payments made last month).,მოგების გადასახადის ყოველთვიური დეკლარაცია განაწილებული მოგების მოდელით (გასულ თვეში გაცემული დივიდენდი და სხვა დასაბეგრი გადახდები).,Ежемесячная декларация по налогу на прибыль по модели распределённой прибыли (дивиденды и другие облагаемые выплаты за прошлый месяц).,Monatliche Gewinnsteuererklärung nach dem Modell der ausgeschütteten Gewinne (Dividenden und andere steuerpflichtige Zahlungen des Vormonats).,Déclaration mensuelle d’impôt sur les bénéfices selon le modèle des bénéfices distribués (dividendes et autres paiements imposables du mois précédent).,,,,,,
